50	-3.141592550463544	0.1	0.01
100	-3.141592565163757	0.1	0.01
150	-3.141592425379529	0.1	0.01
200	-3.141592553012828	0.1	0.01
250	3.1415916648642765	0.1	0.01
300	3.1415916906115813	0.1	0.01
350	3.141591515729829	0.1	0.01
400	3.1415920900470504	0.1	0.01
450	3.141591427618423	0.1	0.01
500	3.1415922731225767	0.1	0.01
550	3.1415925044531896	0.1	0.01
600	-3.1415923139969975	0.1	0.01
650	-3.1415921100368838	0.1	0.01
700	-3.1415919743488208	0.1	0.01
750	-3.1415920688965655	0.1	0.01
800	-3.1415918008788672	0.1	0.01
850	-3.1415922951028015	0.1	0.01
900	-3.1415919249365634	0.1	0.01
950	-3.1415909889237175	0.1	0.01
1000	-3.1415916329325806	0.1	0.01
1050	-3.1415881632396485	0.1	0.01
1100	3.141592211154259	0.1	0.01
1150	3.141591287669004	0.1	0.01
1200	3.1415895791297284	0.1	0.01
1250	3.1415902618121003	0.1	0.01
1300	3.141591623217082	0.1	0.01
1350	3.141592043148169	0.1	0.01
1400	3.141592368391939	0.1	0.01
1450	3.141591848176882	0.1	0.01
1500	3.1415917105261233	0.1	0.01
1550	3.1415910594636234	0.1	0.01
1600	3.1415916639999963	0.1	0.01
1650	-3.1415925454634643	0.1	0.01
1700	-3.1415916752304356	0.1	0.01
1750	3.141590677276338	0.1	0.01
1800	3.141567751839681	0.1	0.01
1850	3.141547806035139	0.1	0.01
1900	3.141519140541545	0.1	0.01
1950	3.14145653258455	0.1	0.01
2000	3.1413404633607125	0.1	0.01
2050	3.1410759600081786	0.1	0.01
2100	3.140293210817002	0.1	0.01
2150	3.138004391509729	0.1	0.01
2200	3.128819306331781	0.1	0.01
2250	3.0907647576858173	0.1	0.01
2300	2.9658719485960967	0.1	0.01
2350	2.8173996477399488	0.1	0.01
2400	3.094248957039594	0.1	0.01
2450	-2.840837148241712	0.1	0.01
2500	-2.818995314164164	0.1	0.01
2550	-3.0528808598172392	0.1	0.01
2600	3.0207820002524888	0.1	0.01
2650	2.954700092106996	0.1	0.01
2700	2.9822710556657133	0.1	0.01
2750	3.059678980401245	0.1	0.01
2800	3.1158829973236024	0.1	0.01
2850	-3.1064741308535764	0.1	0.01
2900	-3.0263960247272155	0.1	0.01
2950	-2.9453381185619336	0.1	0.01
3000	-3.030455478236763	0.1	0.01
3050	3.0442436207412356	0.1	0.01
